"","timestamp","me_identifico","edad","estoy_trabajando_en","donde_estas_trabajando","anos_de_experiencia","anos_en_la_empresa_actual","anos_en_el_puesto_actual","gente_a_cargo","nivel_de_estudios_alcanzado","estado","carrera","universidad","realizaste_cursos_de_especializacion","contribuis_a_proyectos_open_source","programas_como_hobbie","trabajo_de","plataformas","lenguajes_de_programacion","frameworksherramientas_y_librerias","bases_de_datos","qa_testing","ides","que_so_usas_en_tu_laptoppc_para_trabajar","y_en_tu_celular","tenes_guardias","cuanto_cobras_por_guardia","porcentajebruto_o_neto","tipo_de_contrato","salario_bruto","salario_neto","que_tan_conforme_estas_con_tu_sueldo","como_crees_que_esta_tu_sueldo_con_respecto_al_ultimo_semestre","recibis_algun_tipo_de_bono","a_que_esta_atado_el_bono","tuviste_ajustes_por_inflacion_en_2019","de_que_fue_el_ajuste_total","en_que_mes_fue_el_ultimo_ajuste","sufriste_o_presenciaste_situaciones_de_violencia_laboral","orientacion_sexual","tenes_algun_tipo_de_discapacidad","sentis_que_esto_te_dificulto_el_conseguir_trabajo","a_que_eventos_de_tecnologia_asististe_en_el_ultimo_ano","sos_miembro_de_alguna_comunidad_it","cantidad_de_empleados","actividad_principal","la_recomendas_como_un_buen_lugar_para_trabajar","como_calificas_las_politicas_de_diversidad_e_inclusion","a_cuantos_kilometros_de_tu_casa_queda_la_oficina","beneficios_extra","habias_respondido_nuestra_encuesta_en_ediciones_anteriores","cuales_consideras_que_son_las_mejores_empresas_de_it_para_trabajar_en_este_momentoen_tu_ciudad"
"37","1/2/2020 19:20:13","Hombre",25,"Argentina","Córdoba",2,2,2,0,"Universitario","Incompleto","Ingeniería en Computación","UNC - Universidad Nacional de Córdoba","No","Sí","Sí","BI Analyst / Data Analyst","Windows Server","Bash/Shell, SQL, SAS Code",NA,"Oracle, SSMS",NA,"Notepad++","Windows","Android","No",0,"Porcentaje de mi sueldo","Full-Time",57000,42000,3,3,"No","No recibo bono","Dos",36,7,"Jamás","Heterosexual",NA,NA,"EVA Cordoba, Global Game Jam Cordoba",NA,"101-200","Servicios / Consultoría de Software / Digital",5,7,2,"Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Snacks, golosinas, bebidas","No","Mercado Libre, Globant"
"38","1/15/2020 7:59:02","Hombre",51,"Argentina","Ciudad Autónoma de Buenos Aires",25,5,5,0,"Posgrado","Completado","Licenciatura en Informática","UCAECE - Centro de Altos Estudios en Ciencias Exactas","Sí, de forma particular","No","No","BI Analyst / Data Analyst","Windows Server","SQL, VBA, Qlikview",NA,"MSSQL",NA,NA,"Windows","Android","No",0,"Porcentaje de mi sueldo","Full-Time",120000,85000,3,3,"De uno a tres sueldos","Mix de las anteriores","Tres",38,12,"Jamás","Heterosexual",NA,NA,NA,NA,"2001-5000","Otras industrias",8,8,40,"Abono de celular y/o Internet, Snacks, golosinas, bebidas","Sí",NA
"39","1/3/2020 0:56:02","Hombre",28,"Argentina","Buenos Aires",3,5,1,0,"Terciario","Completado","Analista de Sistemas","ORT","Sí, los pagó un empleador","No","Sí","BI Analyst / Data Analyst","Heroku","Python, R, SQL","TensorFlow","MySQL, SQL server",NA,"IPython / Jupyter, Visual Studio Code","Windows","Android","No",0,"Porcentaje de mi sueldo","Full-Time",80000,63000,3,2,"No","No recibo bono","Dos",20,11,"Jamás","Heterosexual",NA,NA,NA,NA,"1001-2000","Otras industrias",7,8,65,"Ninguna de las anteriores","No",NA
"40","2/1/2020 16:21:44","Hombre",42,"Argentina","Ciudad Autónoma de Buenos Aires",10,10,5,1,"Universitario","En curso","Ingeniería Industrial","UBA - Universidad de Buenos Aires","Sí, los pagó un empleador","No","Sí","BI Analyst / Data Analyst","VMWare, Windows Server","Python, SQL",NA,"MSSQL, Oracle",NA,"IPython / Jupyter, Notepad++","Windows","Android","No",0,"Porcentaje de mi sueldo","Full-Time",120000,95000,2,2,"Menos de un sueldo","Performance individual","Dos",20,1,"Jamás","Heterosexual",NA,NA,"Meetup ai, sas ia","Sas","5001-10000","Otras industrias",7,9,10,"Abono de celular y/o Internet, Gimnasios gratuitos / subvencionados, Licencia de paternidad/maternidad extendida, Viáticos","No",NA
"41","12/13/2019 11:15:42","Hombre",29,"Argentina","Ciudad Autónoma de Buenos Aires",5,0,0,0,"Posgrado","En curso","Ingeniería en Sistemas de Información","UTN - Universidad Tecnológica Nacional","No","No","No","Data Scientist / Data Engineer","Amazon Web Services, Docker, Google Cloud Platform/App Engine, Kubernetes","Bash/Shell, Python, Scala","Flask, Spark","Amazon S3",NA,"IntelliJ, IPython / Jupyter, PyCharm, Sublime Text, Vim","macOS","Android","No",0,"Bruto","Full-Time",120000,89000,3,4,"No","No recibo bono","No",30,0,"Jamás","Heterosexual",NA,"No",NA,NA,"501-1000","Otras industrias",8,4,2,"Clases de idiomas, Horarios flexibles, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)","Sí",NA
"42","12/14/2019 1:15:05","Hombre",32,"Argentina","Ciudad Autónoma de Buenos Aires",2,1,1,0,"Universitario","Completado","Ingeniería en Computación","UNLP - Universidad Nacional de La Plata","Sí, de forma particular","No","No","Data Scientist / Data Engineer",NA,NA,NA,NA,NA,NA,"Windows","Android","No",0,"Neto","Full-Time",120000,88457,4,4,"Un sueldo","Performance individual","Tres",55,12,NA,NA,NA,NA,NA,NA,"2001-5000","Otras industrias",10,10,5,"Clases de idiomas, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Descuentos varios (Clarín 365, Club La Nación, etc), Estacionamiento gratuito / subvencionado, WFH (Trabajar desde casa)","No",NA
"43","1/20/2020 15:48:51","Hombre",32,"Argentina","Ciudad Autónoma de Buenos Aires",5,0,0,1,"Doctorado","En curso","Ciencias Físicas","UBA - Universidad de Buenos Aires","Sí, de forma particular, Sí, los pagó un empleador","No","No","Data Scientist / Data Engineer","Amazon Web Services, Docker, Heroku, Kubernetes, Linux, Serverless","Python, SQL","Flask, Salesforce","ElasticSearch, MySQL, PostgreSQL, Redis",NA,"Atom, IPython / Jupyter, PyCharm","Windows","Android","No",0,"Bruto","Full-Time",120000,80000,3,1,"No","No recibo bono","No",0,0,"Jamás","Heterosexual",NA,"No","AWS, Big data Week ,meetups","si","51-100","Servicios / Consultoría de Software / Digital",8,2,5,"Capacitaciones y/o cursos, Clases de idiomas, Gimnasios gratuitos / subvencionados, Horarios flexibles, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)","No",NA
"44","1/22/2020 13:35:39","Hombre",28,"Argentina","Ciudad Autónoma de Buenos Aires",4,0,3,0,"Posgrado","En curso","Licenciatura en comercializacion","UADE - Universidad Argentina De la Empresa","Sí, de forma particular","No","Sí","Data Scientist / Data Engineer","Amazon Web Services, Docker, Kubernetes, Linux, Serverless","Python, R","Flask, Hadoop, Spark, TensorFlow","ElasticSearch, MySQL, PostgreSQL, Redis, SQLite",NA,"IPython / Jupyter, Sublime Text","GNU/Linux","Android","No",0,"Porcentaje de mi sueldo","Full-Time",120000,90000,3,2,"No","No recibo bono","No",0,0,"En mi trabajo actual","Heterosexual","Visual","No",NA,NA,"11-50","Producto basado en Software",7,5,5,"Abono de celular y/o Internet, Horarios flexibles","Sí",NA
"45","12/19/2019 8:27:20","Mujer",35,"Argentina","Ciudad Autónoma de Buenos Aires",15,5,3,0,"Universitario","En curso","Analista de Sistemas","UCAECE - Centro de Altos Estudios en Ciencias Exactas","Sí, de forma particular, Sí, los pagó un empleador","No","No","BI Analyst / Data Analyst","Firebase, Google Cloud Platform/App Engine, google analytics, gtag, hadoop","C, Groovy, Java, Javascript, R, Ruby, SQL","Hadoop, Node.js, Rails, WordPress","Apache Hive, MySQL, big query","Cucumber, Karma, Selenium","Atom, IntelliJ, IPython / Jupyter, Notepad++, PyCharm, RStudio, Sublime Text, Xcode","macOS","iOS","No",0,"Bruto","Full-Time",119000,86000,3,3,"De uno a tres sueldos","Mix de las anteriores","Uno",15,11,"En un trabajo anterior","Homosexual",NA,"No",NA,NA,"2001-5000","Otras industrias",8,7,30,"Clases de idiomas, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Gimnasios gratuitos / subvencionados, Guardería, Horarios flexibles, Lactario en la oficina, Licencia de paternidad/maternidad extendida, Masajes, Snacks, golosinas, bebidas, Viajes al exterior, WFH (Trabajar desde casa)","No",NA
"46","1/12/2020 17:34:19","Mujer",31,"Argentina","Ciudad Autónoma de Buenos Aires",10,0,0,0,"Posgrado","En curso","Licenciatura en Sistemas de Información","UBA - Universidad de Buenos Aires","Sí, de forma particular","No","No","BI Analyst / Data Analyst","Linux, Windows Server","R, SQL",NA,"MSSQL, Oracle",NA,"Notepad++, RStudio, Visual Studio Code","Windows","Android","No",0,"Bruto","Full-Time",115000,93000,3,3,"No","No recibo bono","Tres",0,0,"En un trabajo anterior","Homosexual",NA,NA,"Jornadas de data mining & BI",NA,"201-500","Servicios / Consultoría de Software / Digital",7,6,4,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, WFH (Trabajar desde casa)","Sí",NA
"47","2/1/2020 14:56:32","Hombre",27,"Argentina","Ciudad Autónoma de Buenos Aires",9,7,3,0,"Secundario","Completado","Perito mercantil",NA,"Sí, los pagó un empleador","No","No","BI Analyst / Data Analyst","B24",NA,NA,NA,NA,NA,"Windows","iOS","No",0,"Porcentaje de mi sueldo","Full-Time",115000,90000,3,4,"No","No recibo bono","Dos",20,1,"Jamás","Heterosexual",NA,"No",NA,NA,"1001-2000","Producto basado en Software",7,7,1,"Capacitaciones y/o cursos, Gimnasios gratuitos / subvencionados, Horarios flexibles, Licencia de paternidad/maternidad extendida, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)","No",NA
"48","1/11/2020 15:33:49","Hombre",27,"Argentina","Mendoza",2,15,15,0,"Universitario","Completado","Licenciatura en Sistemas de Información","UCA - Universidad Católica Argentina","Sí, de forma particular","No","No","BI Analyst / Data Analyst","Docker, Linux, VMWare, Windows Server, MicroStrategy, Elastix",NA,NA,"MSSQL, MySQL, PostgreSQL",NA,"NetBeans","Windows","iOS","Sí, pasiva",0,"Neto","Full-Time",50000,43000,3,2,"Un sueldo","Performance de la compañía","Uno",50,10,"Jamás","Heterosexual",NA,"No","Capacitaciones en Big Data y sales de nuevos proyectos",NA,"201-500","Otras industrias",10,10,10,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Gimnasios gratuitos / subvencionados, Estacionamiento gratuito / subvencionado, Vacaciones flexibles (adicionales a las reglamentarias)","No",NA
"49","1/1/2020 19:58:59","Hombre",27,"Argentina","Ciudad Autónoma de Buenos Aires",2,0,0,0,"Universitario","Completado","Ingeniería en Sistemas de Información","UTN - Universidad Tecnológica Nacional","Sí, de forma particular","No","Sí","Data Scientist / Data Engineer","Docker, Linux","Bash/Shell, Python, SQL","Hadoop","IBM Db2, MSSQL, PostgreSQL, SQLite",NA,"IntelliJ, IPython / Jupyter","GNU/Linux","Android","No",0,"Porcentaje de mi sueldo","Full-Time",115000,95000,3,3,"Menos de un sueldo","Mix de las anteriores","Más de tres",30,11,"En un trabajo anterior","Heterosexual",NA,"No",NA,NA,"501-1000","Otras industrias",10,8,10,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Gimnasios gratuitos / subvencionados, Estacionamiento gratuito / subvencionado, Horarios flexibles, Licencia de paternidad/maternidad extendida, Viajes al exterior, WFH (Trabajar desde casa)","Sí","Medallia, Mulesoft"
"50","1/11/2020 18:19:41","Hombre",36,"Argentina","Córdoba",5,0,5,0,"Terciario","Completado","Analista de Sistemas","Universidad Siglo 21","Sí, de forma particular","No","No","BI Analyst / Data Analyst","Azure, Ssis ssas","SQL",NA,"Microsoft Azure (Tables, CosmosDB, SQL, etc), MSSQL, Oracle",NA,"Visual Studio","Windows","Android","No",0,"Neto","Full-Time",72000,60000,2,3,"No","No recibo bono","No",0,0,"En un trabajo anterior","Heterosexual",NA,"No","Varios.","Si","11-50","Servicios / Consultoría de Software / Digital",8,7,4,"Capacitaciones y/o cursos, Clases de idiomas, Gimnasios gratuitos / subvencionados, Horarios flexibles, WFH (Trabajar desde casa)","No","Mercado libre"
"51","1/2/2020 23:42:26","Hombre",31,"Argentina","Ciudad Autónoma de Buenos Aires",4,0,0,0,"Posgrado","Completado","Economia","Universidad Torcuato Di Tella","Sí, de forma particular","No","Sí","Data Scientist / Data Engineer",NA,"Python","Hadoop, TensorFlow, Torch","Teradata",NA,"Atom, IPython / Jupyter, PyCharm","macOS","Android","No",0,"Porcentaje de mi sueldo","Full-Time",112000,84000,2,2,"Un sueldo","Mix de las anteriores","No",0,0,"Jamás","Heterosexual",NA,"No","Meetups data science",NA,"2001-5000","Otras industrias",7,9,6,"Gimnasios gratuitos / subvencionados, Guardería","No",NA
"52","1/30/2020 5:16:31","Hombre",36,"Argentina","Ciudad Autónoma de Buenos Aires",12,3,6,5,"Universitario","Incompleto","Ingeniería en Informática","UNLaM - Universidad Nacional de La Matanza","Sí, los pagó un empleador","No","Sí","BI Analyst / Data Analyst","Qlik","Bash/Shell, HTML, SQL",NA,"Google Cloud Storage, HANA, MSSQL, MySQL, Oracle, PostgreSQL, SQLite, Teradata",NA,NA,"Windows","Android","No",0,"Neto","Full-Time",110000,80000,3,1,"No","No recibo bono","Tres",25,11,"Jamás","Heterosexual",NA,"No","webinars, meetups","Argentinos por la educación","51-100","Servicios / Consultoría de Software / Digital",9,10,15,"Capacitaciones y/o cursos, Clases de idiomas, Gimnasios gratuitos / subvencionados, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, WFH (Trabajar desde casa)","Sí","Data IQ, Cognizant"
"53","1/10/2020 8:32:56","Mujer",35,"Argentina","Ciudad Autónoma de Buenos Aires",6,0,5,0,"Posgrado","Completado","Licenciatura en Matemática","UBA - Universidad de Buenos Aires","Sí, de forma particular","No","No","Data Scientist / Data Engineer","Amazon Web Services, Docker, Google Cloud Platform/App Engine","Python, R, Scala, SQL","Hadoop, Spark, TensorFlow, Torch","Amazon Redshift, Apache Hive, ElasticSearch, Google Cloud Storage",NA,"Atom, IPython / Jupyter, PyCharm, Sublime Text, Visual Studio","Windows","Android","No",0,"Porcentaje de mi sueldo","Full-Time",110000,86000,1,1,"No","No recibo bono","Uno",20,10,"Jamás","Heterosexual",NA,NA,"Ninguno","No","101-200","Otras industrias",6,5,1,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Lactario en la oficina, Licencia de paternidad/maternidad extendida, Snacks, golosinas, bebidas","Sí","Medallia"
"54","1/24/2020 8:25:31","Hombre",31,"Argentina","Ciudad Autónoma de Buenos Aires",3,8,2,4,"Posgrado","Completado","Magister en Ciencia de Datos","UBA - Universidad de Buenos Aires","Sí, de forma particular","No","Sí","Data Scientist / Data Engineer","Amazon Web Services, Azure, Linux, Windows Server","Javascript, Python, R, SQL","Spark","Amazon Redshift, Google Cloud Storage, MSSQL, MySQL, Oracle, PostgreSQL, SQLite",NA,"IPython / Jupyter, PyCharm, RStudio, Sublime Text, Visual Studio Code","Windows","Android","No",0,"Bruto","Full-Time",110000,80000,1,1,"De uno a tres sueldos","Mix de las anteriores","Tres",40,12,"Jamás","Heterosexual",NA,"No","Jornadas de investigación","No","10001+","Servicios / Consultoría de Software / Digital",10,10,1,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Gimnasios gratuitos / subvencionados, Horarios flexibles, Licencia de paternidad/maternidad extendida, Masajes, Playroom, Snacks, golosinas, bebidas, Viajes al exterior","Sí","Mercado Libre"
"55","1/13/2020 8:37:10","Hombre",23,"Argentina","Córdoba",1,1,1,0,"Terciario","En curso","Game developer","Ies 21","No","No","No","BI Analyst / Data Analyst",NA,NA,NA,"Oracle",NA,NA,"Windows","Android","Sí, activa",425,"Bruto","Full-Time",35000,30000,2,2,"No","No recibo bono","Dos",50,6,"En un trabajo anterior","Heterosexual",NA,NA,NA,NA,"11-50","Producto basado en Software",7,8,3,"Horarios flexibles","Sí","Mercado libre, aerolíneas argentinas"
"56","12/30/2019 17:06:02","Hombre",27,"Argentina","Ciudad Autónoma de Buenos Aires",1,1,0,0,"Universitario","Completado","Ciencias de la Atmósfera","UBA - Universidad de Buenos Aires","Sí, de forma particular","No","Sí","Data Scientist / Data Engineer",NA,"Python, R","Bootstrap, TensorFlow","MySQL",NA,"IPython / Jupyter, Notepad++, RStudio","Windows","Android","No",0,"Porcentaje de mi sueldo","Full-Time",108000,89000,3,3,"No","No recibo bono","Dos",30,11,"Jamás","Heterosexual",NA,NA,NA,NA,"2001-5000","Otras industrias",7,5,15,"Gimnasios gratuitos / subvencionados, Estacionamiento gratuito / subvencionado, Vacaciones flexibles (adicionales a las reglamentarias)","No",NA
"57","1/1/2020 17:50:04","Hombre",27,"Argentina","Ciudad Autónoma de Buenos Aires",3,1,1,0,"Posgrado","Completado","Ingeniería Industrial","USB","No","No","Sí","BI Analyst / Data Analyst","Amazon Web Services","Python, SQL",NA,"Amazon RDS/Aurora, ElasticSearch, MongoDB, MySQL",NA,"IPython / Jupyter, PyCharm, Sublime Text","macOS","Android","No",0,"Porcentaje de mi sueldo","Full-Time",106000,73000,3,3,"De uno a tres sueldos","Performance de la compañía","Dos",50,10,"Jamás","Heterosexual",NA,NA,NA,NA,"101-200","Producto basado en Software",7,8,4,"Clases de idiomas, Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado, Horarios flexibles, Masajes, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)","No",NA
"58","1/13/2020 15:16:37","Mujer",31,"Argentina","Santa Fe",5,1,1,0,"Universitario","En curso","Ingeniería en Sistemas de Información","UTN - Universidad Tecnológica Nacional","Sí, de forma particular","No","No","BI Analyst / Data Analyst","Azure","SQL",NA,"Microsoft Azure (Tables, CosmosDB, SQL, etc), MSSQL",NA,"Notepad++, Visual Studio","Windows","Android","No",0,"Bruto","Tercerizado (trabajo a través de consultora o agencia)",75000,62000,2,2,"No","No recibo bono","Dos",20,9,"Jamás","Heterosexual",NA,"No",NA,NA,"101-200","Otras industrias",8,5,2,"Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Gimnasios gratuitos / subvencionados, Descuentos varios (Clarín 365, Club La Nación, etc), Licencia de paternidad/maternidad extendida, Sueldo divido en dos pagos por mes, Vacaciones flexibles (adicionales a las reglamentarias)","Sí",NA
"59","12/26/2019 11:32:25","Hombre",35,"Argentina","Ciudad Autónoma de Buenos Aires",12,0,12,0,"Universitario","Completado","Ingeniería en Sistemas de Información",NA,"No","No","No","Data Scientist / Data Engineer","Azure","Python, SQL",NA,"MSSQL","Selenium",NA,"Windows","iOS","No",0,"Porcentaje de mi sueldo","Full-Time",105800,80000,2,2,"No","No recibo bono","Dos",38,11,"Jamás","Heterosexual",NA,NA,NA,NA,"1001-2000","Servicios / Consultoría de Software / Digital",9,10,5,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Gimnasios gratuitos / subvencionados, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Snacks, golosinas, bebidas","Sí",NA
"60","12/10/2019 22:05:43","Hombre",55,"Argentina","Ciudad Autónoma de Buenos Aires",30,3,3,0,"Universitario","Incompleto","Ingeniería en Sistemas de Información","UCAECE - Centro de Altos Estudios en Ciencias Exactas","Sí, de forma particular, Sí, los pagó un empleador","Sí","No","BI Analyst / Data Analyst","Amazon Web Services","SQL, Qlik",NA,"Amazon Redshift, Oracle, SQLite",NA,NA,"Windows","iOS","No",0,"Porcentaje de mi sueldo","Full-Time",105000,78000,3,4,"No","No recibo bono","Tres",38,9,"En mi trabajo actual","Heterosexual",NA,NA,"Ninguno",NA,"1001-2000","Servicios / Consultoría de Software / Digital",6,9,4,"Clases de idiomas, Comidas pagas / subvencionadas, Gimnasios gratuitos / subvencionados, Horarios flexibles, Masajes, WFH (Trabajar desde casa)","No","Baufest"
